tag,词性,label,remove
李易峰,李易峰/n(名词),sin_ver_nou_del_type,0
彩妆,彩妆/n(名词),sin_ver_nou_del_type,0
家政,家政/n(名词),sin_ver_nou_del_type,0
丰胸,丰胸/v(动词),sin_ver_nou_del_type,0
小清新,小清新/n(名词),sin_ver_nou_del_type,0
怀孕期,怀孕期/t(时间词),sin_other_save_type,0
网站,网站/n(名词),sin_ver_nou_del_type,0
公测,公测/v(动词),sin_ver_nou_del_type,0
早泄,早泄/v(动词),sin_ver_nou_del_type,0
中国银行,中国/ns(地名) 银行/n(名词),com_del_type,0
傻逼,傻逼/n(名词),porn_type,1
邮币卡,邮币卡/n(名词),sin_ver_nou_del_type,0
中学,中学/n(名词),val_eval_type,1
肚皮舞,肚皮舞/n(名词),sin_ver_nou_del_type,0
菜谱,菜谱/n(名词),sin_ver_nou_del_type,0
短线涨停,短线/n(名词) 涨停/v(动词),com_del_type,0
婚恋,婚恋/n(名词),sin_ver_nou_del_type,0
妹妹美女,妹妹/n(名词) 美女/n(名词),val_eval_type,1
抄底逃顶,抄底/v(动词) 逃顶/n(名词),com_del_type,0
选股,选股/n(名词),sin_ver_nou_del_type,0
婚纱,婚纱/n(名词),sin_ver_nou_del_type,0
KDJ,kdj/nx(其他),sin_nx_type,0
祛痘,祛痘/n(名词),sin_ver_nou_del_type,0
佳能,佳能/n(名词),sin_ver_nou_del_type,0
跨服,跨服/n(名词),sin_ver_nou_del_type,0
其他,其他/r(代词),sin_other_remove_type,1
网贷,网贷/n(名词),sin_ver_nou_del_type,0
政坛,政坛/n(名词),sin_ver_nou_del_type,0
素食,素食/n(名词),sin_ver_nou_del_type,0
大陆,大陆/n(名词),sin_ver_nou_del_type,0
全民K歌,全民/n(名词) k歌/v(动词),com_del_type,0
免费一夜晴,免费/v(动词) 一/m(数词) 夜/q(量词) 晴/v(动词),porn_type,1
股票分析,股票/n(名词) 分析/v(动词),com_del_type,0
股票投资,股票/n(名词) 投资/vn(其他),com_del_type,0
保险,保险/n(名词),sin_ver_nou_del_type,0
淘宝兼职,淘宝/n(名词) 兼职/vn(其他),com_del_type,0
主力,主力/n(名词),val_eval_type,1
上门妹妹,上门/v(动词) 妹妹/n(名词),porn_type,1
扯淡,扯淡/v(动词),sin_ver_nou_special_type,1
高尔夫,高尔夫/n(名词),sin_ver_nou_del_type,0
欢乐,欢乐/a(形容词),val_eval_type,1
飞车,飞车/n(名词),sin_ver_nou_del_type,0
孕前准备,孕前/t(时间词) 准备/v(动词),com_del_type,0
迪拜,迪拜/ns(地名),sin_ns_type,0
红包接龙,红包/n(名词) 接龙/n(名词),com_del_type,0
工作交流,工作/vn(其他) 交流/vn(其他),val_eval_type,1
保湿,保湿/vn(其他),sin_other_save_type,0
计划,计划/n(名词),val_eval_type,1
业主群,业主/n(名词) 群/Ng(其他),val_eval_type,1
建行,建行/n(名词),sin_ver_nou_del_type,0
舞台,舞台/n(名词),sin_ver_nou_del_type,0
好基友,好/a(形容词) 基友/n(名词),com_del_type,0
美图,美图/n(名词),sin_ver_nou_del_type,0
精英,精英/n(名词),sin_ver_nou_del_type,0
小姐上门,小姐/n(名词) 上门/v(动词),porn_type,1
玩耍,玩耍/v(动词),sin_ver_nou_del_type,0
快三,快/a(形容词) 三/m(数词),com_del_type,0
哈哈哈,哈/j(简称) 哈哈/o(拟声词),com_del_type,1
美服,美服/n(名词),sin_ver_nou_del_type,0
啦啦啦,啦啦啦/n(名词),sin_ver_nou_del_type,1
护理,护理/v(动词),sin_ver_nou_del_type,0
股票推荐,股票/n(名词) 推荐/v(动词),com_del_type,0
艺人,艺人/n(名词),sin_ver_nou_del_type,0
郑州,郑州/ns(地名),sin_ns_type,0
山东11选5,山东/ns(地名) 11/m(数词) 选/v(动词) 5/m(数词),com_del_type,0
保险公司,保险/n(名词) 公司/n(名词),com_del_type,0
工作室,工作室/n(名词),sin_ver_nou_del_type,0
纪实,纪实/n(名词),sin_ver_nou_del_type,0
故宫,故宫/ns(地名),sin_ns_type,0
随便玩玩,随便/ad(其他) 玩玩/v(动词),val_eval_type,1
班级群,班级/n(名词) 群/Ng(其他),val_eval_type,1
小额贷款,小额/n(名词) 贷款/n(名词),com_del_type,0
聚餐,聚餐/v(动词),val_eval_type,1
趋势,趋势/n(名词),val_eval_type,1
爱狗,爱/v(动词) 狗/n(名词),com_del_type,0
散户交流,散户/n(名词) 交流/vn(其他),com_del_type,0
新东方,新东方/n(名词),sin_ver_nou_del_type,0
搜索引擎,搜索引擎/n(名词),sin_ver_nou_del_type,0
乌镇,乌镇/ns(地名),sin_ns_type,0
找妹妹,找/v(动词) 妹妹/n(名词),porn_type,1
全职,全职/b(其他),sin_other_save_type,0
腐,腐/Vg(其他),sin_other_save_type,0
欧式古典,欧式/b(其他) 古典/b(其他),com_del_type,0
网站建设,网站/n(名词) 建设/vn(其他),com_del_type,0
柯南,柯南/n(名词),sin_ver_nou_del_type,0
农行,农行/n(名词),sin_ver_nou_del_type,0
英国,英国/ns(地名),sin_ns_type,0
光大银行,光大/n(名词) 银行/n(名词),com_del_type,0
有爱,有爱/n(名词),val_eval_type,1
工行,工行/n(名词),sin_ver_nou_del_type,0
编辑,编辑/n(名词),sin_ver_nou_del_type,0
约,约/d(副词),porn_type,1
医院,医院/n(名词),sin_ver_nou_del_type,0
。,。/w(标点),punctuation_type,1
江西时时彩,江西/ns(地名) 时时/d(副词) 彩/Ng(其他),com_del_type,0
动物,动物/n(名词),sin_ver_nou_del_type,0
少妇,少妇/n(名词),sin_ver_nou_del_type,0
家长,家长/n(名词),val_eval_type,1
8090,8090/m(数词),numeric_type,1
出台保健,出台/v(动词) 保健/n(名词),porn_type,1
鸡婆,鸡婆/n(名词),porn_type,1
街头,街头/s(处所词),sin_other_save_type,0
广播,广播/vn(其他),sin_other_save_type,0
怀旧,怀旧/v(动词),sin_ver_nou_del_type,0
杨颖,杨颖/n(名词),sin_ver_nou_del_type,0
宝妈群,宝妈/n(名词) 群/Ng(其他),com_del_type,0
定位,定位/v(动词),val_eval_type,1
软件开发,软件/n(名词) 开发/v(动词),com_del_type,0
财务,财务/n(名词),sin_ver_nou_del_type,0
橱柜,橱柜/n(名词),sin_ver_nou_del_type,0
公会,公会/n(名词),val_eval_type,1
。。,。/w(标点) 。/w(标点),punctuation_type,1
百度云盘,百度云/n(名词) 盘/Ng(其他),com_del_type,0
大家好,大家/r(代词) 好/a(形容词),val_eval_type,1
偶像,偶像/n(名词),sin_ver_nou_del_type,0
爱心,爱心/n(名词),sin_ver_nou_del_type,0
黑白,黑白/b(其他),sin_other_save_type,0
灯具,灯具/n(名词),sin_ver_nou_del_type,0
分析,分析/v(动词),val_eval_type,1
冰雪,冰雪/n(名词),sin_ver_nou_del_type,0
服务器,服务器/n(名词),sin_ver_nou_del_type,0
比赛,比赛/vn(其他),val_eval_type,1
维修基金,维修/vn(其他) 基金/n(名词),com_del_type,0
合租,合租/v(动词),sin_ver_nou_del_type,0
美女多,美女/n(名词) 多/m(数词),porn_type,1
篮球分析,篮球/n(名词) 分析/v(动词),com_del_type,0
加拿大,加拿大/ns(地名),sin_ns_type,0
卡,卡/n(名词),val_eval_type,1
法国,法国/ns(地名),sin_ns_type,0
中老年,中老年/n(名词),sin_ver_nou_del_type,0
一级建造师,一级/b(其他) 建造师/n(名词),com_del_type,0
一件代发,一/m(数词) 件/q(量词) 代发/v(动词),com_del_type,0
VIP,vip/nx(其他),sin_nx_type,0
卫浴,卫浴/n(名词),sin_ver_nou_del_type,0
科技,科技/n(名词),sin_ver_nou_del_type,0
跳舞,跳舞/v(动词),sin_ver_nou_del_type,0
撩妹,撩妹/n(名词),sin_ver_nou_del_type,0
亲朋好友,亲朋好友/l(其他),val_eval_type,1
力学,力学/n(名词),sin_ver_nou_del_type,0
成绩查询,成绩/n(名词) 查询/v(动词),com_del_type,0
私募主力,私募/a(形容词) 主力/n(名词),com_del_type,0
外贸,外贸/n(名词),sin_ver_nou_del_type,0
微距,微距/n(名词),sin_ver_nou_del_type,0
特惠,特惠/j(简称),sin_other_save_type,0
特长生,特长生/n(名词),sin_ver_nou_del_type,0
鲁菜,鲁菜/n(名词),sin_ver_nou_del_type,0
KS-520.COM,ks-520.com/nx(其他),val_eval_type,1
泰山,泰山/ns(地名),sin_ns_type,0
植物,植物/n(名词),sin_ver_nou_del_type,0
会计证,会计证/n(名词),sin_ver_nou_del_type,0
支付宝,支付宝/n(名词),sin_ver_nou_del_type,0
刷信誉,刷/v(动词) 信誉/n(名词),com_del_type,0
征地拆迁,征地/v(动词) 拆迁/v(动词),com_del_type,0
隆鼻,隆鼻/v(动词),sin_ver_nou_del_type,0
整形,整形/vn(其他),sin_other_save_type,0
出台服务,出台/v(动词) 服务/vn(其他),porn_type,1
编导,编导/n(名词),sin_ver_nou_del_type,0
QQ批量建群软件,qq/n(名词) 批量/d(副词) 建群/n(名词) 软件/n(名词),com_del_type,0
批量建群,批量/m(数词) 建群/n(名词),com_del_type,0
红警OL,红警/n(名词) ol/nx(其他),com_del_type,0
QQ建群,qq/n(名词) 建群/n(名词),com_del_type,0
QQ建群营销,qq/n(名词) 建群/n(名词) 营销/vn(其他),com_del_type,0
大户型,大/a(形容词) 户型/n(名词),com_del_type,0
高清,高清/a(形容词),sin_other_save_type,0
同在广州,同在/v(动词) 广州/ns(地名),com_del_type,0
备孕,备孕/n(名词),sin_ver_nou_del_type,0
促销,促销/v(动词),sin_ver_nou_del_type,0
纪录片,纪录片/n(名词),sin_ver_nou_del_type,0
微信营销,微信/n(名词) 营销/vn(其他),com_del_type,0
兔子,兔子/n(名词),sin_ver_nou_del_type,0
剑网三,剑网三/n(名词),sin_ver_nou_del_type,0
签证,签证/n(名词),sin_ver_nou_del_type,0
二货,二/m(数词) 货/n(名词),com_del_type,0
基佬,基佬/n(名词),sin_ver_nou_del_type,0
哈士奇,哈士奇/n(名词),sin_ver_nou_del_type,0
尼康,尼康/n(名词),sin_ver_nou_del_type,0
成长,成长/v(动词),val_eval_type,1
交友服务,交友/v(动词) 服务/vn(其他),val_eval_type,1
刺激战场,刺激/v(动词) 战场/n(名词),com_del_type,0
街舞,街舞/n(名词),sin_ver_nou_del_type,0
项目,项目/n(名词),val_eval_type,1
交通银行,交通/n(名词) 银行/n(名词),com_del_type,0
游戏交流,游戏/n(名词) 交流/vn(其他),com_del_type,0
Q2712259,q/nx(其他) 2712259/m(数词),porn_type,1
户外运动,户外/s(处所词) 运动/n(名词),com_del_type,0
长期有效,长期/d(副词) 有效/a(形容词),val_eval_type,1
爱爱,爱爱/n(名词),porn_type,1
拉手网,拉手网/nt(其他),sin_other_save_type,0
找学妹,找/v(动词) 学妹/n(名词),porn_type,1
眼部护理,眼部/n(名词) 护理/vn(其他),com_del_type,0
服务上门,服务/v(动词) 上门/v(动词),porn_type,1
选股技巧,选股/n(名词) 技巧/n(名词),com_del_type,0
相亲相爱,相亲相爱/l(其他),val_eval_type,1
兼职学妹,兼职/v(动词) 学妹/n(名词),porn_type,1
尿布,尿布/n(名词),sin_ver_nou_del_type,0
幽默,幽默/a(形容词),sin_other_save_type,0
13167302672,13167302672/m(数词),numeric_type,1
美女交友,美女/n(名词) 交友/v(动词),val_eval_type,1
85后,85/m(数词) 后/f(方位词),com_del_type,0
蓝筹股,蓝筹股/n(名词),sin_ver_nou_del_type,0
巴塞罗那,巴塞罗那/ns(地名),sin_ns_type,0
墙纸,墙纸/n(名词),sin_ver_nou_del_type,0
平安,平安/nz(其他专名),sin_nz_type,0
3,3/m(数词),numeric_type,1
微交易,微交易/n(名词),sin_ver_nou_del_type,0
就业,就业/v(动词),sin_ver_nou_del_type,0
同在上海,同在/v(动词) 上海/ns(地名),com_del_type,0
便宜,便宜/a(形容词),sin_other_save_type,0
拉布拉多,拉布拉多/n(名词),sin_ver_nou_del_type,0
调剂,调剂/v(动词),sin_ver_nou_del_type,0
酒店特殊服务,酒店/n(名词) 特殊/a(形容词) 服务/vn(其他),porn_type,1
河南,河南/ns(地名),sin_ns_type,0
发小,发小/n(名词),val_eval_type,1
管理,管理/vn(其他),val_eval_type,1
股友,股友/n(名词),sin_ver_nou_del_type,0
生死狙击,生死/n(名词) 狙击/v(动词),com_del_type,0
股指期货,股指/n(名词) 期货/n(名词),com_del_type,0
萌,萌/Vg(其他),val_eval_type,1
身体护理,身体/n(名词) 护理/vn(其他),com_del_type,0
饭局狼人杀,饭局/n(名词) 狼人杀/n(名词),com_del_type,0
杭州,杭州/ns(地名),sin_ns_type,0
宝马,宝马/n(名词),sin_ver_nou_del_type,0
信誉,信誉/n(名词),sin_ver_nou_del_type,0
中式,中式/b(其他),sin_other_save_type,0
新生群,新生/n(名词) 群/Ng(其他),val_eval_type,1
小妞,小妞/n(名词),porn_type,1
盆友,盆/n(名词) 友/Ng(其他),val_eval_type,1
浙菜,浙菜/n(名词),sin_ver_nou_del_type,0
KS-520.COM/,ks-520.com/nx(其他) //w(标点),val_eval_type,1
颐和园,颐和园/ns(地名),sin_ns_type,0
同城群,同城/n(名词) 群/Ng(其他),val_eval_type,1
友爱,友爱/v(动词),val_eval_type,1
亲情,亲情/n(名词),val_eval_type,1
意大利,意大利/ns(地名),sin_ns_type,0
构图,构图/v(动词),sin_ver_nou_del_type,0
成人,成人/n(名词),sin_ver_nou_del_type,0
张杰,张杰/n(名词),sin_ver_nou_del_type,0
古代,古代/t(时间词),sin_other_save_type,0
共享,共享/v(动词),val_eval_type,1
皇室战争,皇室/nz(其他专名) 战争/n(名词),com_del_type,0
业务,业务/n(名词),val_eval_type,1
CQY,cqy/nx(其他),sin_nx_type,0
货源,货源/n(名词),sin_ver_nou_del_type,0
抗痘,抗痘/v(动词),sin_ver_nou_del_type,0
聚划算,聚划算/n(名词),sin_ver_nou_del_type,0
安妮宝贝,安妮/nr(其他) 宝贝/n(名词),com_del_type,0
直销,直销/v(动词),sin_ver_nou_del_type,0
班群,班/n(名词) 群/Ng(其他),val_eval_type,1
篮球推荐,篮球/n(名词) 推荐/v(动词),com_del_type,0
300英雄,300/m(数词) 英雄/n(名词),com_del_type,0
地板,地板/n(名词),sin_ver_nou_del_type,0
哥们,哥们/n(名词),val_eval_type,1
选专业,选/v(动词) 专业/n(名词),com_del_type,0
民生,民生/n(名词),sin_ver_nou_del_type,0
社会,社会/n(名词),val_eval_type,1
额,额/n(名词),sin_ver_nou_special_type,1
天天特价,天天/nz(其他专名) 特价/n(名词),com_del_type,0
临时工,临时工/n(名词),val_eval_type,1
贵宾,贵宾/n(名词),sin_ver_nou_del_type,0
内测,内测/n(名词),val_eval_type,1
社交,社交/n(名词),val_eval_type,1
经验交流,经验/n(名词) 交流/vn(其他),val_eval_type,1
你懂的,你/r(代词) 懂/v(动词) 的/u(助词),val_eval_type,1
吴亦凡,吴亦凡/n(名词),sin_ver_nou_del_type,0
单身男女,单身/n(名词) 男女/n(名词),com_del_type,0
南京,南京/ns(地名),sin_ns_type,0
播音,播音/vn(其他),sin_other_save_type,0
顺风车,顺风车/n(名词),sin_ver_nou_del_type,0
污,污/Ag(其他),val_eval_type,1
客厅,客厅/n(名词),sin_ver_nou_del_type,0
城,城/n(名词),val_eval_type,1
天津,天津/ns(地名),sin_ns_type,0
业主大会,业主/n(名词) 大会/n(名词),val_eval_type,1
追星,追星/v(动词),sin_ver_nou_del_type,0
口语,口语/n(名词),sin_ver_nou_del_type,0
周星驰,周星驰/n(名词),sin_ver_nou_del_type,0
双眼皮,双眼皮/n(名词),sin_ver_nou_del_type,0
同在珠三角,同在/v(动词) 珠三角/j(简称),com_del_type,0
食疗,食疗/n(名词),sin_ver_nou_del_type,0
泰国,泰国/ns(地名),sin_ns_type,0
同学，朋友,"同学/n(名词) ,/w(标点) 朋友/n(名词)",val_eval_type,1
寝室,寝室/n(名词),val_eval_type,1
足球滚球,足球/n(名词) 滚球/n(名词),com_del_type,0
交流学习,交流/v(动词) 学习/v(动词),com_del_type,0
安卓,安卓/n(名词),sin_ver_nou_del_type,0
千纸鹤,千纸鹤/n(名词),val_eval_type,1
自主招生,自主/vd(趋向动词) 招生/v(动词),com_del_type,0
产检,产检/v(动词),sin_ver_nou_del_type,0
服装批发,服装/n(名词) 批发/vn(其他),com_del_type,0
网游,网游/n(名词),sin_ver_nou_del_type,0
时时彩交流,时时/d(副词) 彩/Ng(其他) 交流/v(动词),com_del_type,0
室内设计,室内/s(处所词) 设计/vn(其他),com_del_type,0
研究生,研究生/n(名词),val_eval_type,0
天然气,天然气/n(名词),sin_ver_nou_del_type,0
中医,中医/n(名词),sin_ver_nou_del_type,0
人生,人生/n(名词),val_eval_type,1
卧室,卧室/n(名词),val_eval_type,1
行业,行业/n(名词),val_eval_type,1
嗨皮,嗨皮/n(名词),val_eval_type,1
实习,实习/v(动词),sin_ver_nou_del_type,0
一条龙特殊服务,一条龙/n(名词) 特殊/a(形容词) 服务/vn(其他),porn_type,1
加盟,加盟/v(动词),sin_ver_nou_del_type,0
妖股期货,妖股/n(名词) 期货/n(名词),com_del_type,0
贴吧,贴吧/n(名词),sin_ver_nou_del_type,0
联考,联考/v(动词),sin_ver_nou_del_type,0
通达信,通达信/n(名词),sin_ver_nou_del_type,0
特服,特服/n(名词),porn_type,1
大学生创业,大学生/n(名词) 创业/vn(其他),com_del_type,0
拉升,拉升/v(动词),val_eval_type,1
田园,田园/n(名词),sin_ver_nou_del_type,0
广东,广东/ns(地名),sin_ns_type,0
会员,会员/n(名词),val_eval_type,1
互粉,互粉/n(名词),sin_ver_nou_del_type,0
小米,小米/n(名词),sin_ver_nou_del_type,0
好好学习天天向上,好好/d(副词) 学习/v(动词) 天天向上/nz(其他专名),val_eval_type,1
1792689,1792689/m(数词),numeric_type,1
天天炫斗,天天/d(副词) 炫斗/n(名词),com_del_type,0
盗墓笔记,盗墓笔记/nz(其他专名),sin_nz_type,0
帅,帅/Ng(其他),val_eval_type,1
STEAM,steam/nx(其他),sin_nx_type,0
幼儿园,幼儿园/n(名词),val_eval_type,1
谈心,谈心/v(动词),val_eval_type,1
灯光,灯光/n(名词),sin_ver_nou_del_type,0
画画,画画/v(动词),sin_ver_nou_del_type,0
控油,控油/v(动词),sin_ver_nou_del_type,0
证,证/n(名词),val_eval_type,1
孕妇食谱,孕妇/n(名词) 食谱/n(名词),com_del_type,0
四川,四川/ns(地名),sin_ns_type,0
澳洲,澳洲/ns(地名),sin_ns_type,0
约炮,约炮/n(名词),porn_type,1
韩服,韩服/n(名词),sin_ver_nou_del_type,0
剑三,剑三/n(名词),sin_ver_nou_del_type,0
莞式,莞式/n(名词),porn_type,1
酒店妹妹,酒店/n(名词) 妹妹/n(名词),porn_type,1
网络推广,网络/n(名词) 推广/v(动词),com_del_type,0
股海神算,股海/n(名词) 神算/vn(其他),com_del_type,0
抗皱,抗皱/v(动词),sin_ver_nou_del_type,0
二手车,二手车/n(名词),sin_ver_nou_del_type,0
疯子,疯子/n(名词),val_eval_type,1
爱生活,爱生活/n(名词),sin_ver_nou_del_type,0
美丽,美丽/a(形容词),val_eval_type,1
狼人杀,狼人杀/n(名词),sin_ver_nou_del_type,0
处对象,处对象/v(动词),sin_ver_nou_del_type,0
美工,美工/n(名词),sin_ver_nou_del_type,0
武术,武术/n(名词),sin_ver_nou_del_type,0
早盘股,早盘股/n(名词),sin_ver_nou_del_type,0
日语,日语/n(名词),sin_ver_nou_del_type,0
酷跑,酷跑/n(名词),sin_ver_nou_del_type,0
娱乐交友,娱乐/v(动词) 交友/v(动词),val_eval_type,1
比熊,比熊/n(名词),sin_ver_nou_del_type,0
学生兼职,学生/n(名词) 兼职/vn(其他),porn_type,1
测评,测评/v(动词),sin_ver_nou_del_type,0
声控,声控/j(简称),sin_other_save_type,0
好,好/a(形容词),sin_other_remove_type,1
1111,1111/m(数词),numeric_type,1
秘密,秘密/n(名词),val_eval_type,1
厨房,厨房/n(名词),sin_ver_nou_del_type,0
性感,性感/a(形容词),sin_other_save_type,0
奔驰,奔驰/n(名词),sin_ver_nou_del_type,0
文艺,文艺/n(名词),sin_ver_nou_del_type,0
出版,出版/v(动词),sin_ver_nou_del_type,0
移民,移民/n(名词),sin_ver_nou_del_type,0
山东,山东/ns(地名),sin_ns_type,0
快手,快手/n(名词),sin_ver_nou_del_type,0
礼仪,礼仪/n(名词),sin_ver_nou_del_type,0
夜场出台美女,夜场/n(名词) 出台/v(动词) 美女/n(名词),porn_type,1
棒球,棒球/n(名词),sin_ver_nou_del_type,0
二手,二手/b(其他),sin_other_save_type,0
恒指,恒指/n(名词),sin_ver_nou_del_type,0
招行,招行/j(简称),sin_other_save_type,0
苏菜,苏菜/n(名词),sin_ver_nou_del_type,0
估分,估分/n(名词),sin_ver_nou_del_type,0
萨摩耶,萨摩耶/nr(其他),sin_nr_type,0
专业,专业/n(名词),val_eval_type,1
文明聊天,文明/n(名词) 聊天/v(动词),val_eval_type,1
大盘分析,大盘/n(名词) 分析/v(动词),com_del_type,0
泡妞,泡妞/v(动词),sin_ver_nou_del_type,0
借贷宝借条,借贷宝/n(名词) 借条/n(名词),com_del_type,0
卡盟,卡盟/n(名词),sin_ver_nou_del_type,0
投资交流,投资/vn(其他) 交流/vn(其他),com_del_type,0
面经,面经/n(名词),sin_ver_nou_del_type,0
妹纸,妹纸/n(名词),sin_ver_nou_del_type,0
非诚勿扰,非诚勿扰/nz(其他专名),val_eval_type,1
报刊,报刊/n(名词),sin_ver_nou_del_type,0
科技创新大赛,科技/n(名词) 创新/vn(其他) 大赛/vn(其他),com_del_type,0
台湾,台湾/ns(地名),sin_ns_type,0
网上兼职,网上/s(处所词) 兼职/v(动词),com_del_type,0
看奶,看/v(动词) 奶/n(名词),porn_type,1
抢购,抢购/v(动词),sin_ver_nou_del_type,0
创业项目,创业/v(动词) 项目/n(名词),com_del_type,0
汉服,汉服/n(名词),sin_ver_nou_del_type,0
丝袜,丝袜/n(名词),porn_type,1
面试,面试/v(动词),sin_ver_nou_del_type,0
棋牌游戏,棋牌/n(名词) 游戏/n(名词),com_del_type,0
商业性服务,商业性/n(名词) 服务/vn(其他),porn_type,1
文化,文化/n(名词),val_eval_type,1
奇葩,奇葩/n(名词),sin_ver_nou_del_type,0
或备用号,或/c(连词) 备用/vn(其他) 号/n(名词),val_eval_type,1
六合,六合/ns(地名),sin_ns_type,0
餐厅,餐厅/n(名词),sin_ver_nou_del_type,0
闽菜,闽菜/n(名词),sin_ver_nou_del_type,0
石油,石油/n(名词),sin_ver_nou_del_type,0
保安,保安/b(其他),sin_other_save_type,0
同学聚会,同学/n(名词) 聚会/v(动词),val_eval_type,1
5,5/m(数词),numeric_type,1
会计职称,会计/n(名词) 职称/n(名词),com_del_type,0
私服,私服/n(名词),sin_ver_nou_del_type,0
小姐,小姐/n(名词),val_eval_type,1
农产品,农产品/n(名词),sin_ver_nou_del_type,0
反弹割肉,反弹/v(动词) 割肉/n(名词),com_del_type,0
平台,平台/n(名词),val_eval_type,1
自拍,自拍/n(名词),porn_type,1
帅哥多,帅哥/n(名词) 多/m(数词),com_del_type,0
11,11/m(数词),numeric_type,1
西塘,西塘/ns(地名),sin_ns_type,0
ANGELABABY,angelababy/nx(其他),sin_nx_type,0
嗨,嗨/e(叹词),sin_other_remove_type,1
朋友圈,朋友圈/n(名词),val_eval_type,1
信息系统,信息/n(名词) 系统/n(名词),com_del_type,0
PERL,perl/nx(其他),sin_nx_type,0
三毛,三毛/nr(其他),sin_nr_type,0
静物,静物/n(名词),sin_ver_nou_del_type,0
双色球,双色球/n(名词),sin_ver_nou_del_type,0
现货投资,现货/n(名词) 投资/vn(其他),com_del_type,0
车,车/n(名词),val_eval_type,1
夫妻,夫妻/n(名词),sin_ver_nou_del_type,0
伙伴,伙伴/n(名词),val_eval_type,1
同学朋友,同学/n(名词) 朋友/n(名词),val_eval_type,1
网络写手,网络/n(名词) 写手/n(名词),com_del_type,0
小螃蟹,小/a(形容词) 螃蟹/n(名词),com_del_type,0
。。。。,。/w(标点) 。/w(标点) 。/w(标点) 。/w(标点),punctuation_type,1
准爸爸,准爸爸/n(名词),sin_ver_nou_del_type,0
编程,编程/vn(其他),sin_other_save_type,0
老友,老友/n(名词),val_eval_type,1
性,性/Ng(其他),porn_type,1
诗词,诗词/n(名词),sin_ver_nou_del_type,0
国考,国考/n(名词),sin_ver_nou_del_type,0
吃,吃/v(动词),val_eval_type,1
HAPPY,happy/nx(其他),sin_nx_type,0
广西快三,广西/ns(地名) 快/a(形容词) 三/m(数词),com_del_type,0
选美女WWW.CSKBW.COM,选/v(动词) 美女/n(名词) www.cskbw.com/nx(其他),porn_type,1
DNF辅助,dnf/nx(其他) 辅助/vn(其他),com_del_type,0
江苏快三,江苏/ns(地名) 快/a(形容词) 三/m(数词),com_del_type,0
私家侦探,私家/b(其他) 侦探/n(名词),com_del_type,0
夜店,夜店/n(名词),sin_ver_nou_del_type,0
徽菜,徽菜/n(名词),sin_ver_nou_del_type,0
红包雨,红包雨/n(名词),sin_ver_nou_del_type,0
无抵押贷款,无抵押/n(名词) 贷款/n(名词),com_del_type,0
1月30号,1月/t(时间词) 30号/t(时间词),val_num_time_type,1
图片,图片/n(名词),val_eval_type,1
创业交流,创业/vn(其他) 交流/vn(其他),com_del_type,0
套现,套现/j(简称),sin_other_save_type,0
黑色玫瑰,黑色/n(名词) 玫瑰/n(名词),com_del_type,0
器材,器材/n(名词),sin_ver_nou_del_type,0
微电影,微电影/n(名词),sin_ver_nou_del_type,0
联机,联机/v(动词),sin_ver_nou_del_type,0
西安,西安/ns(地名),sin_ns_type,0
时时彩,时时/d(副词) /n(名词) 彩/Ng(其他),val_eval_type,1
运营,运营/v(动词),sin_ver_nou_del_type,0
申论,申论/v(动词),sin_ver_nou_del_type,0
亲戚,亲戚/n(名词),val_eval_type,1
青岛,青岛/ns(地名),sin_ns_type,0
淘宝卖家,淘宝/n(名词) 卖家/n(名词),com_del_type,0
天天向上,天天向上/nz(其他专名),sin_nz_type,0
加试,加试/v(动词),val_eval_type,1
找靓妹休闲,找/v(动词) 靓妹/n(名词) 休闲/vn(其他),porn_type,1
相亲相爱一家人,相亲相爱/l(其他) 一家/n(名词) 人/n(名词),val_eval_type,1
兼职美女出台服务,兼职/v(动词) 美女/n(名词) 出台/v(动词) 服务/vn(其他),porn_type,1
医疗,医疗/n(名词),sin_ver_nou_del_type,0
学院,学院/n(名词),val_eval_type,1
开车,开车/v(动词),val_eval_type,1
钱,钱/n(名词),val_eval_type,1
缘份,缘份/n(名词),val_eval_type,1
中国,中国/ns(地名),val_eval_type,1
波段,波段/n(名词),sin_ver_nou_del_type,0
智障,智障/n(名词),val_eval_type,1
随便,随便/ad(其他),val_eval_type,1
装饰画,装饰画/n(名词),sin_ver_nou_del_type,0
物流,物流/n(名词),sin_ver_nou_del_type,0
融资,融资/v(动词),sin_ver_nou_del_type,0
石家庄,石家庄/ns(地名),sin_ns_type,0
红颜诱人,红颜/n(名词) 诱人/a(形容词),com_del_type,0
建造师,建造师/n(名词),sin_ver_nou_del_type,0
钢琴,钢琴/n(名词),sin_ver_nou_del_type,0
学生党,学生/n(名词) 党/n(名词),com_del_type,0
时时彩招商,时时/d(副词) 彩/Ng(其他) 招商/v(动词),com_del_type,0
原油喊单,原油/n(名词) 喊/v(动词) 单/b(其他),com_del_type,0
LES,les/nx(其他),val_eval_type,1
网店,网店/n(名词),sin_ver_nou_del_type,0
淘宝小号,淘宝/n(名词) 小号/n(名词),val_eval_type,1
商业,商业/n(名词),sin_ver_nou_del_type,0
钱龙平台,钱龙/nr(其他) 平台/n(名词),com_del_type,0
行测,行测/n(名词),sin_ver_nou_del_type,0
桌游,桌游/n(名词),sin_ver_nou_del_type,0
暑假工,暑假工/n(名词),sin_ver_nou_del_type,0
